Company,Quarters,Closing Stock Price,Enterprise Value,Oil Price,Change in Oil Price,CPI,Inflation,Net Income,Consumption of Raw Materials,Purchase of Traded Goods,Cost of Goods Sold,Gross Revenue,EXPENDITURE,Increase/Decrease in Stocks,Power & Fuel,Employees Cost,Depriciation,Excise Duty,Admin. And Selling Expenses,R & D Expenses,Provisions And Contingencies,Exp. Capitalised,Other Expenses,Other Income,EBIT,Interest,P/L Before Exceptional Items & Tax,Exceptional Items,EBT,Tax,P/L After Tax from Ordinary Activities,Prior Year Adjustments,Extra Ordinary Items,PAT,Equity Share Capital,Reserves Excluding Revaluation Reserves,Equity Dividend Rate (%),Basic EPS Before Extra Ordinary,Ratios
Britannia,Mar '16,1337.78,32082.29,2503.95,-0.219627508,126,0.048,"1,960.39",942.69,204.1,1146.79,813.6,570.78,43.19,0,53.95,23.99,0,0,0,0,0,449.65,34.82,277.64,0.31,277.33,0,277.33,85.47,191.86,0,0,191.86,24,0,0,15.99,
Britannia,Dec '15,1481.86,32082.29,2435.4,-0.027376745,126.1,0.056,"1,986.81","1,004.55",225.09,1229.64,757.17,487.63,-36.73,0,57.21,21.34,0,0,0,0,0,445.81,30.34,299.88,0.34,299.54,0,299.54,102.82,196.72,0,0,196.72,24,0,0,16.4,
Britannia,Sep '15,1541.46,32082.29,3064.43,0.258286113,125.4,0.044,"1,980.86",975.33,212.75,1188.08,792.78,511.71,-9.17,0,52.14,20.6,0,0,0,0,0,448.14,32.1,313.17,0.3,312.87,0,312.87,107.33,205.54,0,0,205.54,24,0,0,17.13,
Britannia,Jun '15,1381.68,32082.29,3915.3,0.27766012,123,0.054,"1,799.82",888,191.07,1079.07,720.75,482.45,-4.41,0,51.72,20.87,0,0,0,0,0,414.27,22.93,261.23,0.3,260.93,0,260.93,90.19,170.74,0,0,170.74,24,0,0,14.23,
Britannia,Mar '15,1079.26,25705.27,3299.23,-0.157349373,120.2,0.053,"1,872.02",915.7,137.75,1053.45,818.57,639.46,38.75,0,47.03,42.1,0,169.48,0,0,0,342.1,29,208.11,0.26,207.85,-4,211.85,62.81,149.04,0,0,149.04,23.99,0,0,11.76,
Britannia,Dec '14,920.10,25705.27,3806.55,0.153769213,119.4,0.043,"1,852.33",930.59,223.11,1153.7,698.63,529.91,-35.08,0,44.62,25.52,0,139.98,0,0,0,354.87,20.52,189.24,0.32,188.92,-12.12,201.04,56.28,144.76,0,0,144.76,23.99,0,0,10.05,
Britannia,Sep '14,698.44,25705.27,5835.69,0.533065374,120.1,0.056,"1,817.41",926.1,208.78,1134.88,682.53,511.18,-32.19,0,42.81,25.1,0,123.62,0,0,0,351.84,18.52,189.87,0.35,189.52,159.92,29.6,96.4,-66.8,0,0,-66.8,23.99,0,0,21.1,
Britannia,Jun '14,503.44,25705.27,6471.05,0.108874872,116.7,0.068,"1,634.23",820.6,179.69,1000.29,633.94,500.71,3.04,0,44.07,24.55,0,117.58,0,0,0,311.47,19.57,152.8,0.28,152.52,0,152.52,44.71,107.81,0,0,107.81,23.99,0,0,8.99,
Nestle,Mar '20,17533.85,141349.79,2392.98,-0.198991786,148.6,0.058,"3,325.27","1,483.78",69.65,1553.43,1771.84,1069.88,-100.13,0,358.37,91.35,0,0,0,7.26,0,713.03,42.85,744.81,40.96,703.85,0,703.85,178.42,525.43,0,0,525.43,96.42,0,0,54.5,
Nestle,Dec '19,14789.95,141349.79,4509.77,0.884583239,150.4,0.074,"3,149.29","1,469.59",56.73,1526.32,1622.97,1024.67,-164.91,0,322.66,79.57,0,0,0,-4.92,0,792.27,44.7,643,28.38,614.62,0,614.62,141.6,473.02,0,0,473.02,96.42,0,0,49.06,
Nestle,Sep '19,13912.50,141349.79,4282.87,-0.050312987,145.8,0.04,"3,215.81","1,254.74",56.79,1311.53,1904.28,1230.87,53.47,0,321.97,78.02,0,0,0,8.08,0,769.33,56.4,729.81,29.92,699.89,0,699.89,104.48,595.41,0,0,595.41,96.42,0,0,61.76,
Nestle,Jun '19,11920.65,141349.79,4149.67,-0.03110064,142.9,0.032,"3,000.85","1,217.30",52.35,1269.65,1731.2,1114.72,-17.48,0,314.56,80.82,0,0,0,0,0,736.82,72.59,689.07,29.92,659.15,0,659.15,221.31,437.84,0,0,437.84,96.42,0,0,45.41,
Nestle,Mar '19,10994.25,105521.18,4432.04,0.068046375,140.4,0.029,"3,002.95","1,208.67",51.94,1260.61,1742.34,1082.59,-15.27,0,303.76,77.95,0,0,0,11.76,0,704.39,73.19,732.94,31.61,701.33,0,701.33,238.05,463.28,0,0,463.28,96.42,0,0,48.05,
Nestle,Dec '18,11107.25,105521.18,3822.07,-0.137627368,140.1,0.021,"2,897.27","1,200.86",61.07,1261.93,1635.34,1163.2,-72.5,0,279.89,78.42,0,0,0,14.72,0,862.67,75.23,547.37,25.17,522.2,0,522.2,180.44,341.76,0,0,341.76,96.42,0,0,33.45,
Nestle,Sep '18,9705.70,105521.18,5448.55,0.425549506,140.2,0.037,"2,939.36","1,080.03",66.83,1146.86,1792.5,1160.31,37.26,0,290.39,93.01,0,0,0,16.82,0,722.83,67.03,699.22,27.46,671.76,0,671.76,225.65,446.11,0,0,446.11,96.42,0,0,46.27,
Nestle,Jun '18,9808.55,105521.18,4879.75,-0.104394747,138.5,0.049,"2,698.40",968.73,51.43,1020.16,1678.24,1114.91,68.83,0,284.88,81.71,0,0,0,15.57,0,663.92,60.23,623.56,28.25,595.31,0,595.31,200.28,395.03,0,0,395.03,96.42,0,0,40.97,
Nestle,Mar '18,8202.15,74219.21,4171.72,-0.145095548,136.5,0.043,"2,757.24","1,116.06",51.23,1167.29,1589.95,975.63,-39.6,0,268.99,82.53,0,0,0,15.06,0,648.65,56.43,670.75,31.07,639.68,0,639.68,215.65,424.03,0,0,424.03,96.42,0,0,43.98,
Nestle,Dec '17,7845.00,74219.21,3930.99,-0.057705215,137.2,0.052,"2,601.46","1,098.96",57.35,1156.31,1445.15,995.44,-87.05,0,260.73,83.76,0,0,0,31.69,0,706.31,51.09,500.8,23.39,477.41,0,477.41,165.58,311.83,0,0,311.83,96.42,0,0,32.34,
Nestle,Sep '17,7222.25,74219.21,3413.19,-0.131722543,135.2,0.033,"2,514.05","1,010.69",43.66,1054.35,1459.7,962.09,30.31,0,257.48,86.39,0,0,0,-0.09,0,588,0,497.61,-20.18,517.79,0,517.79,174.62,343.17,0,0,343.17,96.42,0,0,35.59,
Nestle,Jun '17,6723.05,74219.21,2975.01,-0.128378438,132,0.015,"2,402.21",987.6,34.92,1022.52,1379.69,1003.46,56.54,0,253.13,85.44,0,0,0,-3.05,0,611.4,0,376.23,-18.34,394.57,0,394.57,131.14,263.43,0,0,263.43,96.42,0,0,27.32,
Nestle,Mar '17,6681.20,57292.48,3355.09,0.127757554,130.9,0.039,"2,491.88","1,134.41",38.83,1173.24,1318.64,887.91,-79.36,0,246.11,86.66,0,0,0,9.81,0,624.69,0,430.73,-18.8,449.53,0,449.53,142.77,306.76,0,0,306.76,96.42,0,0,31.82,
Nestle,Dec '16,6029.80,57292.48,3572.84,0.064901389,130.4,0.034,"2,286.16",995.17,34.5,1029.67,1256.49,897.49,-70.57,0,269.97,87.32,0,0,0,9.13,0,601.64,40.54,399.54,-0.45,399.99,-119.98,519.97,112.7,407.27,0,0,407.27,96.42,0,0,17.36,
Nestle,Sep '16,6428.20,57292.48,3006.05,-0.158638506,130.9,0.044,"2,363.49",903.47,29.79,933.26,1430.23,1043.31,52.7,0,248.52,88.23,0,0,0,9.52,0,644.34,37.39,424.31,0.06,424.25,-27.58,451.83,127.28,324.55,0,0,324.55,96.42,0,0,27.94,
Nestle,Jun '16,6488.75,57292.48,3208.66,0.067400742,130.1,0.058,"2,271.69",911.03,22.17,933.2,1338.49,958.96,16.34,0,240.72,88.94,0,0,0,11.36,0,601.6,36.61,416.14,0.06,416.08,-71.61,487.69,113.63,374.06,0,0,374.06,96.42,0,0,23.94,
Nestle,Mar '16,5768.95,55674.15,2503.95,-0.219627508,126,0.048,"2,283.72",965.42,28.92,994.34,1289.38,865.84,-7.15,0,212.56,89.13,0,0,0,46.36,0,524.94,35.32,458.86,25.92,432.94,20.18,412.76,165.8,246.96,0,0,246.96,96.42,0,0,29.8,
Nestle,Dec '15,5824.10,55674.15,2435.4,-0.027376745,126.1,0.056,"1,959.46",869.07,23.02,892.09,1067.37,769.36,-83.94,0,224.74,89.7,0,0,0,9.16,0,529.7,27.27,325.28,-0.2,325.48,-59.39,384.87,82.9,301.97,0,0,301.97,96.42,0,0,19,
Nestle,Sep '15,6350.35,55674.15,3064.43,0.258286113,125.4,0.044,"1,742.36",660.5,20.67,681.17,1061.19,863.81,61.68,0,210.85,90.55,0,0,0,7.73,0,493,27.22,224.6,0.02,224.58,-45.04,269.62,55.34,214.28,0,0,214.28,96.42,0,0,12.88,
Nestle,Jun '15,6345.65,55674.15,3915.3,0.27766012,123,0.054,"1,957.01",718.8,28.51,747.31,1209.7,887.07,108.03,0,188,72,0,0,0,7.81,0,511.23,30.13,352.76,0.06,352.7,-471.26,823.96,-54.16,878.12,0,0,878.12,96.42,0,0,-6.68,
Nestle,Mar '15,6941.90,61087.78,3299.23,-0.157349373,120.2,0.053,"2,516.48","1,110.50",25.87,1136.37,1380.11,915.61,-73.8,0,201.28,95.01,0,0,0,8.61,0,684.51,25.47,489.97,3.41,486.56,0,486.56,166.28,320.28,0,0,320.28,96.42,0,0,33.22,
Nestle,Dec '14,6379.80,61087.78,3806.55,0.153769213,119.4,0.043,"2,530.94","1,124.79",21.17,1145.96,1384.98,919.98,-23.78,0,204.31,84.82,0,0,0,9.11,0,645.52,17.73,482.73,0,482.73,7,475.73,163.35,312.38,0,0,312.38,96.42,0,0,33.85,
Nestle,Sep '14,5979.55,61087.78,5835.69,0.533065374,120.1,0.056,"2,570.42","1,084.16",24.67,1108.83,1461.59,998.65,71.4,0,191.27,84.62,0,0,0,9.01,0,642.35,15.54,478.48,0.2,478.28,-16.23,494.51,150.76,343.75,0,0,343.75,96.42,0,0,32.28,
Nestle,Jun '14,4946.00,61087.78,6471.05,0.108874872,116.7,0.068,"2,431.97","1,123.47",32.85,1156.32,1275.65,852.59,-5.43,0,191.85,84.18,0,0,0,9.39,0,572.6,23.12,446.18,3.77,442.41,-16.38,458.79,138.17,320.62,0,0,320.62,96.42,0,0,29.86,
Marico,Mar '20,344.10,35485.65,2392.98,-0.198991786,148.6,0.058,"1,188.00",686,38,724,464,276,-81,0,68,30,0,0,0,0,0,259,105,293,9,284,0,284,57,227,0,0,227,129,0,0,1.75,
Marico,Dec '19,341.75,35485.65,4509.77,0.884583239,150.4,0.074,"1,434.00",700,35,735,699,440,44,0,73,27,0,0,0,0,0,296,76,335,7,328,0,328,59,269,0,0,269,129,0,0,2.09,
Marico,Sep '19,394.10,35485.65,4282.87,-0.050312987,145.8,0.04,"1,454.00",775,34,809,645,410,-22,0,81,27,0,0,0,0,0,324,101,336,9,327,0,327,68,259,0,0,259,129,0,0,2.01,
Marico,Jun '19,370.25,35485.65,4149.67,-0.03110064,142.9,0.032,"1,777.00",769,31,800,977,657,197,0,86,29,0,0,0,0,0,345,26,346,8,338,-19,357,68,289,0,0,289,129,0,0,1.95,
Marico,Mar '19,345.25,44329.25,4432.04,0.068046375,140.4,0.029,"1,290.00",923,31,954,336,142,-250,0,75,25,0,0,0,0,0,292,97,291,5,286,0,286,-144,430,0,0,430,129.09,0,0,3.33,
Marico,Dec '18,374.45,44329.25,3822.07,-0.137627368,140.1,0.021,"1,499.81",762.54,26.85,789.39,710.42,467.1,68.41,0,79.83,18.69,0,0,0,0,0,300.17,97.13,340.45,2.35,338.1,0,338.1,75.63,262.47,0,0,262.47,129.09,0,0,2.04,
Marico,Sep '18,332.90,44329.25,5448.55,0.425549506,140.2,0.037,"1,496.75",844.96,24.81,869.77,626.98,422,14.65,0,74.78,18.67,0,0,0,0,0,313.9,84.27,289.25,2.28,286.97,0,286.97,61.74,225.23,0,0,225.23,129.09,0,0,1.75,
Marico,Jun '18,331.70,44329.25,4879.75,-0.104394747,138.5,0.049,"1,684.61",932.55,25.65,958.2,726.41,470.4,66.55,0,77.25,19,0,126.63,0,0,0,180.97,23.03,279.04,2.42,276.62,0,276.62,61.7,214.92,0,0,214.92,129.09,0,0,1.67,
Marico,Mar '18,326.10,42157.82,4171.72,-0.145095548,136.5,0.043,"1,213.76",847.82,24.31,872.13,341.63,145.36,-197.41,0,65.33,17.2,0,84.8,0,0,0,175.44,91.66,287.93,1.83,286.1,-104,390.1,62.32,327.78,0,0,327.78,129.09,0,0,0.93,
Marico,Dec '17,322.15,42157.82,3930.99,-0.057705215,137.2,0.052,"1,337.59",794.11,20.37,814.48,523.11,286.8,-66.8,0,65.1,16.26,0,103.97,0,0,0,168.27,71.89,308.2,1.86,306.34,0,306.34,66.23,240.11,0,0,240.11,129.08,0,0,1.86,
Marico,Sep '17,310.75,42157.82,3413.19,-0.131722543,135.2,0.033,"1,246.28",684.17,12.06,696.23,550.05,370.78,-1.14,0,70.83,17.93,0,122.09,0,0,0,161.07,32.21,211.48,1.87,209.61,0,209.61,49.3,160.31,0,0,160.31,129.08,0,0,1.25,
Marico,Jun '17,313.95,42157.82,2975.01,-0.128378438,132,0.015,"1,372.78",691.73,16.72,708.45,664.33,428.13,43.73,0,73.01,15.51,0,123.72,0,0,0,172.16,21.46,257.66,1.99,255.67,0,255.67,57.65,198.02,0,0,198.02,129.05,0,0,1.54,
Marico,Mar '17,294.35,38017.01,3355.09,0.127757554,130.9,0.039,"1,103.46",678.86,35.11,713.97,389.49,174.68,-155.87,0,62.41,19.25,0,74.27,0,0,0,174.62,21.49,236.3,4.12,232.18,0,232.18,68.81,163.37,0,0,163.37,129.05,0,0,1.27,
Marico,Dec '16,260.25,38017.01,3572.84,0.064901389,130.4,0.034,"1,142.98",575.3,43.09,618.39,524.59,326.87,-23.01,0,58.47,15.83,0,103.14,0,0,0,172.44,157.64,355.36,2.89,352.47,0,352.47,87.16,265.31,0,0,265.31,129.04,0,0,2.06,
Marico,Sep '16,275.20,38017.01,3006.05,-0.158638506,130.9,0.044,"1,160.50",577.45,55.01,632.46,528.04,347.14,-35.49,0,64.82,14.28,0,135.91,0,0,0,167.62,60.41,241.31,2.16,239.15,0,239.15,60.02,179.13,0,0,179.13,129.02,0,0,1.39,
Marico,Jun '16,264.35,38017.01,3208.66,0.067400742,130.1,0.058,"1,454.39",531.18,36.23,567.41,886.98,587.97,166.93,0,65.22,14.74,0,154.15,0,0,0,186.93,22.32,321.33,3.42,317.91,0,317.91,83.03,234.88,0,0,234.88,129.02,0,0,1.83,
Marico,Mar '16,242.50,31178.64,2503.95,-0.219627508,126,0.048,"1,034.90",529.18,33.37,562.55,472.35,316.18,-60.43,0,57.29,24.04,0,115.87,0,0,0,179.41,52.3,208.47,4.77,203.7,0,203.7,59.06,144.64,0,0,144.64,129.02,0,0,1.17,
Marico,Dec '15,226.30,31178.64,2435.4,-0.027376745,126.1,0.056,"1,234.82",653.17,11.92,665.09,569.73,358.14,-20.84,0,57.77,16.48,0,119.75,0,0,0,184.98,92.84,304.43,4.94,299.49,0,299.49,64.88,234.61,0,0,234.61,129.02,0,0,1.82,
Marico,Sep '15,202.20,31178.64,3064.43,0.258286113,125.4,0.044,"1,154.19",639.67,18.77,658.44,495.75,342.39,-20.64,0,50.09,15.57,0,140.77,0,0,0,156.6,26.53,179.89,2.29,177.6,0,177.6,47.68,129.92,0,0,129.92,64.51,0,0,1.02,
Marico,Jun '15,224.93,31178.64,3915.3,0.27766012,123,0.054,"1,444.09",670.41,15.89,686.3,757.79,518.52,139.13,0,63.06,12.73,0,135.09,0,0,0,168.51,18.89,258.16,3.17,254.99,0,254.99,72.87,182.12,0,0,182.12,64.51,0,0,1.41,
Marico,Mar '15,193.53,25045.14,3299.23,-0.157349373,120.2,0.053,991.94,656.82,10.49,667.31,324.63,204.28,-127.51,0,46.32,13.56,0,105.59,0,0,0,166.32,69.84,190.19,3.85,186.34,0,186.34,45.61,140.73,0,0,140.73,64.5,0,0,2.18,
Marico,Dec '14,163.00,25045.14,3806.55,0.153769213,119.4,0.043,"1,192.88",606.79,15.79,622.58,570.3,400,65.81,0,48.9,16.21,0,117.15,0,0,0,151.93,8.61,178.91,3.06,175.85,0,175.85,43.99,131.86,0,0,131.86,64.49,0,0,2.04,
Marico,Sep '14,155.08,25045.14,5835.69,0.533065374,120.1,0.056,"1,144.17",744.4,49.69,794.09,350.08,225.21,-111.15,0,49.33,13.58,0,119.39,0,0,0,154.06,52.08,176.95,3.94,173.01,0,173.01,44.79,128.22,0,0,128.22,64.49,0,0,1.99,
Marico,Jun '14,121.78,25045.14,6471.05,0.108874872,116.7,0.068,"1,352.22",667.88,58.74,726.62,625.6,433.87,77.98,0,52.61,11.4,0,138.38,0,0,0,153.5,10.26,201.99,6.12,195.87,0,195.87,51.47,144.4,0,0,144.4,64.49,0,0,2.24,
Colgate Palmolive,Mar '20,1395.05,33657.22,2392.98,-0.198991786,148.6,0.058,"1,071.26",321.12,58.84,379.96,691.3,474.6,-1.34,0,89.89,46.17,0,155.5,0,0,0,184.38,19.64,236.34,1.98,234.36,0,234.36,30.21,204.15,0,0,204.15,27.2,0,0,7.51,
Colgate Palmolive,Dec '19,1460.50,33657.22,4509.77,0.884583239,150.4,0.074,"1,147.17",365.95,64.65,430.6,716.57,452.02,-37.48,0,77.04,51.5,0,143.39,0,0,0,217.57,5.8,270.35,2.92,267.43,0,267.43,68.33,199.1,0,0,199.1,27.2,0,0,7.32,
Colgate Palmolive,Sep '19,1505.05,33657.22,4282.87,-0.050312987,145.8,0.04,"1,221.80",351.83,61.78,413.61,808.19,535.64,17.15,0,81.89,50.42,0,175.82,0,0,0,210.36,8.63,281.18,2.41,278.77,0,278.77,34.66,244.11,0,0,244.11,27.2,0,0,8.97,
Colgate Palmolive,Jun '19,1127.30,33657.22,4149.67,-0.03110064,142.9,0.032,"1,084.86",311.43,58.84,370.27,714.59,464.64,0.11,0,83.46,49.85,0,151.31,0,0,0,179.91,15.17,265.12,2.31,262.81,0,262.81,93.7,169.11,0,0,169.11,27.2,0,0,6.22,
Colgate Palmolive,Mar '19,1258.45,33906.44,4432.04,0.068046375,140.4,0.029,"1,153.75",318.15,74.99,393.14,760.61,489.52,15.68,0,73.47,39.35,0,156.27,0,0,0,204.75,11.95,283.04,2.5,280.54,-3.61,284.15,79.34,204.81,0,0,204.81,27.2,0,0,7.26,
Colgate Palmolive,Dec '18,1341.60,33906.44,3822.07,-0.137627368,140.1,0.021,"1,099.35",330.69,76.79,407.48,691.87,418.01,-24.21,0,71.1,40.6,0,125.99,0,0,0,204.53,7.91,281.77,0,281.77,0,281.77,89.67,192.1,0,0,192.1,27.2,0,0,7.06,
Colgate Palmolive,Sep '18,1085.00,33906.44,5448.55,0.425549506,140.2,0.037,"1,168.03",366.42,56.22,422.64,745.39,455.65,-11.12,0,76.41,39.83,0,138.94,0,0,0,211.59,8.64,298.38,0,298.38,0,298.38,102.01,196.37,0,0,196.37,27.2,0,0,7.22,
Colgate Palmolive,Jun '18,1182.95,33906.44,4879.75,-0.104394747,138.5,0.049,"1,041.30",313.21,46.58,359.79,681.51,439.31,-4.83,0,74.92,39.39,0,143.51,0,0,0,186.32,9.16,251.36,0,251.36,34.12,217.24,95.97,121.27,0,0,121.27,27.2,0,0,6.97,
Colgate Palmolive,Mar '18,1057.70,28311.8,4171.72,-0.145095548,136.5,0.043,"1,091.66",305.28,54.24,359.52,732.14,465.1,15.44,0,75.83,40.48,0,143.55,0,0,0,189.8,8.48,275.52,0,275.52,-11.65,287.17,75.1,212.07,0,0,212.07,27.2,0,0,6.94,
Colgate Palmolive,Dec '17,1095.60,28311.8,3930.99,-0.057705215,137.2,0.052,"1,033.32",274.56,82.82,357.38,675.94,433.09,2.4,0,75.04,39.57,0,120.7,0,0,0,195.38,9.04,251.89,0,251.89,0,251.89,81.24,170.65,0,0,170.65,27.2,0,0,6.27,
Colgate Palmolive,Sep '17,1058.40,28311.8,3413.19,-0.131722543,135.2,0.033,"1,084.88",314.23,75.65,389.88,695,433.56,7.07,0,82.34,39.17,0,119.23,0,0,0,185.75,8.85,270.29,0,270.29,0,270.29,92.72,177.57,0,0,177.57,27.2,0,0,6.53,
Colgate Palmolive,Jun '17,1111.60,28311.8,2975.01,-0.128378438,132,0.015,978.11,294.9,71.72,366.62,611.49,426.96,-8.23,0,72.72,37.29,0,143.35,0,0,0,181.83,12.45,196.98,0,196.98,0,196.98,60.6,136.38,0,0,136.38,27.2,0,0,5.01,
Colgate Palmolive,Mar '17,998.35,26859.42,3355.09,0.127757554,130.9,0.039,"1,037.52",263.49,104.54,368.03,669.49,459.31,19.7,0,76.31,34.13,0,144.25,0,0,0,184.92,8.01,218.19,0,218.19,0,218.19,75.61,142.58,0,0,142.58,27.2,0,0,5.24,
Colgate Palmolive,Dec '16,905.60,26859.42,3572.84,0.064901389,130.4,0.034,874.58,256.26,71.16,327.42,547.16,367.27,-11.53,0,65.21,34.17,0,83.91,0,0,0,195.51,10.9,190.79,0,190.79,0,190.79,62.97,127.82,0,0,127.82,27.2,0,0,4.7,
Colgate Palmolive,Sep '16,970.90,26859.42,3006.05,-0.158638506,130.9,0.044,"1,056.58",313.32,82.44,395.76,660.82,419.36,-4.8,0,73.06,33.3,0,127.97,0,0,0,189.83,11.28,252.74,0,252.74,0,252.74,71.43,181.31,0,0,181.31,27.2,0,0,6.67,
Colgate Palmolive,Jun '16,918.70,26859.42,3208.66,0.067400742,130.1,0.058,"1,013.14",303.29,76.71,380,633.14,453.51,2.21,0,73.92,31.64,0,155.6,0,0,0,190.14,10.08,189.71,0,189.71,0,189.71,63.99,125.72,0,0,125.72,27.2,0,0,4.62,
Colgate Palmolive,Mar '16,827.65,22222.62,2503.95,-0.219627508,126,0.048,"1,015.59",308.09,91.5,399.59,616,404.39,-5.67,0,74.53,29.73,0,116.37,0,0,0,189.43,11.36,222.97,0,222.97,0,222.97,79.7,143.27,0,0,143.27,27.2,0,0,5.27,
Colgate Palmolive,Dec '15,970.35,22222.62,2435.4,-0.027376745,126.1,0.056,956.84,252.1,102.13,354.23,602.61,393.4,-1.36,0,65.85,29.49,0,105.84,0,0,0,193.58,9.77,218.98,0,218.98,0,218.98,53.87,165.11,0,0,165.11,27.2,0,0,6.07,
Colgate Palmolive,Sep '15,960.55,22222.62,3064.43,0.258286113,125.4,0.044,964.82,277.73,92.99,370.72,594.1,366.76,-4.95,0,58.07,26.92,0,99.79,0,0,0,186.93,10.7,238.04,0,238.04,0,238.04,81.19,156.85,0,0,156.85,27.2,0,0,5.77,
Colgate Palmolive,Jun '15,1017.20,22222.62,3915.3,0.27766012,123,0.054,930.94,289.33,67.05,356.38,574.56,396.02,7.73,0,63.95,25.27,0,125.55,0,0,0,173.52,8.09,186.63,0,186.63,-31.34,217.97,39.35,178.62,0,0,178.62,13.6,0,0,4.26,
Colgate Palmolive,Mar '15,1006.73,27127.06,3299.23,-0.157349373,120.2,0.053,"1,028.51",300.53,73.41,373.94,654.57,427.56,-0.17,0,66.34,20.46,0,154.49,0,0,0,186.44,7.14,234.15,0,234.15,0,234.15,70.52,163.63,0,0,163.63,13.6,0,0,12.03,
Colgate Palmolive,Dec '14,892.13,27127.06,3806.55,0.153769213,119.4,0.043,996.01,298.86,68.77,367.63,628.38,454.06,-3.9,0,66.11,20.28,0,178.21,0,0,0,193.36,9.66,183.98,0,183.98,0,183.98,53.12,130.86,0,0,130.86,13.6,0,0,9.62,
Colgate Palmolive,Sep '14,869.78,27127.06,5835.69,0.533065374,120.1,0.056,"1,000.52",298.64,86.03,384.67,615.85,447.07,-11.69,0,68.09,17.73,0,201,0,0,0,171.94,9.92,178.7,0,178.7,0,178.7,49.12,129.58,0,0,129.58,13.6,0,0,9.53,
Colgate Palmolive,Jun '14,755.90,27127.06,6471.05,0.108874872,116.7,0.068,956.9,287.68,70.14,357.82,599.08,421.97,-0.59,0,58.39,16.55,0,180.55,0,0,0,167.07,6.45,183.56,0,183.56,0,183.56,48.65,134.91,0,0,134.91,13.6,0,0,9.92,
Godrej Consumer,Mar '20,633.90,53457.7,2392.98,-0.198991786,148.6,0.058,"1,113.94",476.43,72.21,548.64,565.3,283.29,-91.1,0,44.37,20.78,0,0,0,0,0,309.24,24.11,306.12,20.23,285.89,0,285.89,45.54,240.35,0,0,240.35,102.23,0,0,2.35,
Godrej Consumer,Dec '19,684.80,53457.7,4509.77,0.884583239,150.4,0.074,"1,523.87",485.86,72.01,557.87,966,546.2,51.3,0,84.4,21.28,0,0,0,0,0,389.22,22.8,442.6,13,429.6,0,429.6,64.69,364.91,0,0,364.91,102.23,0,0,3.57,
Godrej Consumer,Sep '19,686.20,53457.7,4282.87,-0.050312987,145.8,0.04,"1,521.28",567.14,79.94,647.08,874.2,497.34,-12.06,0,96.94,20.28,0,0,0,0,0,392.18,24.71,401.57,14.16,387.41,0,387.41,52.84,334.57,0,0,334.57,102.23,0,0,3.27,
Godrej Consumer,Jun '19,663.55,53457.7,4149.67,-0.03110064,142.9,0.032,"1,315.36",513.25,56.03,569.28,746.08,458.41,-25.04,0,93.51,19.03,0,0,0,0,0,370.91,19.64,307.31,10.58,296.73,0,296.73,56.67,240.06,0,0,240.06,102.22,0,0,2.35,
Godrej Consumer,Mar '19,687.15,70143.23,4432.04,0.068046375,140.4,0.029,"1,356.09",458.17,58.98,517.15,838.94,458.68,32.67,0,72.28,17.38,0,0,0,0,0,336.35,22.74,403,16.91,386.09,0,386.09,-520.77,906.86,0,0,906.86,102.22,0,0,8.87,
Godrej Consumer,Dec '18,813.65,70143.23,3822.07,-0.137627368,140.1,0.021,"1,505.64",501.35,58.07,559.42,946.22,525.13,44.66,0,88.81,17.44,0,0,0,0,0,374.22,22.3,443.39,16.82,426.57,0,426.57,94.68,331.89,0,0,331.89,102.22,0,0,3.25,
Godrej Consumer,Sep '18,768.30,70143.23,5448.55,0.425549506,140.2,0.037,"1,507.61",573.47,75.21,648.68,858.93,485.99,-35.42,0,76.63,17.4,0,0,0,0,0,427.38,24.82,397.76,17.48,380.28,0,380.28,84.5,295.78,0,0,295.78,102.22,0,0,2.89,
Godrej Consumer,Jun '18,816.60,70143.23,4879.75,-0.104394747,138.5,0.049,"1,309.97",497.83,62.44,560.27,749.7,480.5,-14.16,0,113.78,16.85,0,0,0,0,0,364.03,24.59,293.79,13.65,280.14,0,280.14,59.69,220.45,0,0,220.45,68.13,0,0,3.24,
Godrej Consumer,Mar '18,728.40,74340.73,4171.72,-0.145095548,136.5,0.043,"1,369.76",504.97,48.49,553.46,816.3,442.22,-16.85,0,102.51,16.27,0,0,0,0,0,340.29,21.36,395.44,12.64,382.8,0,382.8,87.67,295.13,0,0,295.13,68.13,0,0,4.33,
Godrej Consumer,Dec '17,666.17,74340.73,3930.99,-0.057705215,137.2,0.052,"1,425.04",524.57,66.49,591.06,833.98,454.85,-28.3,0,99.71,16.36,0,0,0,0,0,367.08,18.52,397.65,12.62,385.03,0,385.03,85.96,299.07,0,0,299.07,68.13,0,0,4.39,
Godrej Consumer,Sep '17,610.47,74340.73,3413.19,-0.131722543,135.2,0.033,"1,363.78",403.79,57.18,460.97,902.81,576.11,110.62,0,85.24,15.72,0,163.43,0,0,0,201.1,15.04,341.74,13.28,328.46,0,328.46,72.35,256.11,0,0,256.11,68.13,0,0,3.76,
Godrej Consumer,Jun '17,643.47,74340.73,2975.01,-0.128378438,132,0.015,"1,102.22",451.41,75.25,526.66,575.56,388.48,-19.23,0,68.05,14.96,0,142.98,0,0,0,181.72,18.98,206.06,13.34,192.72,0,192.72,43.16,149.56,0,0,149.56,68.12,0,0,2.19,
